age	workclass	fnlwgt	education	education.num	marital.status	occupation	relationship	race	sex	capital.gain	capital.loss	hours.per.week	native.country	income
31.9518399	Private	165073.7007	11th	9.927159923	Married-civ-spouse	Other-service	Other-relative	White	Male	2287.752931	34.45325903	40.81427746	United-States	<=50K
31.94911809	Private	165065.7459	Bachelors	9.927091797	Married-civ-spouse	Exec-managerial	Husband	White	Male	2288.329562	34.44371588	40.81454526	United-States	>50K
31.94639628	Private	165057.791	HS-grad	9.927023671	Married-spouse-absent	Other-service	Unmarried	White	Female	2288.906193	34.43417272	40.81481306	United-States	<=50K
31.94367446	?	165049.8362	HS-grad	9.926955544	Separated	?	Not-in-family	White	Female	2289.482823	34.42462957	40.81508085	United-States	<=50K
31.94095265	Local-gov	165041.8814	HS-grad	9.926887418	Married-civ-spouse	Adm-clerical	Wife	White	Female	2290.059454	34.41508642	40.81534865	United-States	>50K
31.93823084	?	165033.9265	Some-college	9.926819292	Never-married	?	Own-child	White	Male	2290.636085	34.40554326	40.81561645	United-States	<=50K
31.93550903	?	165025.9717	HS-grad	9.926751166	Never-married	?	Not-in-family	White	Male	2291.212716	34.39600011	40.81588425	United-States	<=50K
31.93278721	?	165018.0168	Masters	9.92668304	Widowed	?	Not-in-family	White	Female	2291.789346	34.38645696	40.81615204	United-States	<=50K
31.9300654	Private	165010.062	7th-8th	9.926614913	Married-civ-spouse	Exec-managerial	Wife	White	Female	2292.365977	34.3769138	40.81641984	United-States	<=50K
31.92734359	Private	165002.1071	Masters	9.926546787	Never-married	Other-service	Not-in-family	White	Female	2292.942608	34.36737065	40.81668764	Poland	<=50K
31.92462178	Private	164994.1523	Some-college	9.926478661	Married-civ-spouse	Craft-repair	Husband	White	Male	2293.519239	34.3578275	40.81695543	United-States	>50K
31.92189996	Private	164986.1974	Assoc-acdm	9.926410535	Divorced	Other-service	Not-in-family	White	Female	2294.095869	34.34828435	40.81722323	United-States	<=50K
31.91917815	Private	164978.2426	Some-college	9.926342409	Never-married	Sales	Own-child	White	Female	2294.6725	34.33874119	40.81749103	United-States	<=50K
31.91645634	State-gov	164970.2877	Doctorate	9.926274282	Divorced	Prof-specialty	Unmarried	White	Male	2295.249131	34.32919804	40.81775883	United-States	>50K
31.91373453	Private	164962.3329	HS-grad	9.926206156	Never-married	Sales	Own-child	White	Male	2295.825762	34.31965489	40.81802662	United-States	<=50K
31.91101271	Private	164954.378	9th	9.92613803	Married-civ-spouse	Craft-repair	Husband	White	Male	2296.402393	34.31011173	40.81829442	United-States	<=50K
31.9082909	Private	164946.4232	Bachelors	9.926069904	Separated	Exec-managerial	Unmarried	White	Male	2296.979023	34.30056858	40.81856222	United-States	>50K
31.90556909	Private	164938.4683	Prof-school	9.926001778	Married-civ-spouse	Sales	Husband	White	Male	2297.555654	34.29102543	40.81883002	United-States	>50K
31.90284728	Local-gov	164930.5135	Some-college	9.925933651	Married-civ-spouse	Protective-serv	Husband	White	Male	2298.132285	34.28148227	40.81909781	United-States	>50K
31.90012546	Private	164922.5587	HS-grad	9.925865525	Divorced	Other-service	Not-in-family	White	Female	2298.708916	34.27193912	40.81936561	United-States	<=50K
31.89740365	Private	164914.6038	Assoc-voc	9.925797399	Divorced	Tech-support	Not-in-family	White	Female	2299.285546	34.26239597	40.81963341	United-States	<=50K
31.89468184	Self-emp-not-inc	164906.649	11th	9.925729273	Married-civ-spouse	Exec-managerial	Husband	White	Male	2299.862177	34.25285281	40.81990121	United-States	<=50K
31.89196003	Federal-gov	164898.6941	Some-college	9.925661147	Never-married	Adm-clerical	Own-child	White	Female	2300.438808	34.24330966	40.820169	United-States	<=50K
31.88923821	Private	164890.7393	7th-8th	9.92559302	Married-civ-spouse	Craft-repair	Husband	White	Male	2301.015439	34.23376651	40.8204368	United-States	<=50K
31.8865164	Private	164882.7844	HS-grad	9.925524894	Married-civ-spouse	Prof-specialty	Husband	White	Male	2301.592069	34.22422335	40.8207046	Italy	>50K
31.88379459	Private	164874.8296	Assoc-acdm	9.925456768	Married-civ-spouse	Sales	Husband	White	Male	2302.1687	34.2146802	40.82097239	United-States	>50K
31.88107278	Private	164866.8747	Assoc-voc	9.925388642	Married-civ-spouse	Tech-support	Husband	White	Male	2302.745331	34.20513705	40.82124019	United-States	<=50K
31.87835096	Private	164858.9199	HS-grad	9.925320516	Divorced	Machine-op-inspct	Not-in-family	White	Female	2303.321962	34.19559389	40.82150799	United-States	<=50K
31.87562915	Private	164850.965	Masters	9.925252389	Never-married	Exec-managerial	Not-in-family	White	Male	2303.898593	34.18605074	40.82177579	United-States	<=50K
31.87290734	Private	164843.0102	Some-college	9.925184263	Married-civ-spouse	Sales	Husband	White	Male	2304.475223	34.17650759	40.82204358	United-States	>50K
31.87018553	Private	164835.0553	HS-grad	9.925116137	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	2305.051854	34.16696444	40.82231138	United-States	>50K
31.86746371	Federal-gov	164827.1005	Bachelors	9.925048011	Married-civ-spouse	Prof-specialty	Husband	White	Male	2305.628485	34.15742128	40.82257918	United-States	<=50K
31.8647419	Private	164819.1456	Some-college	9.924979885	Married-civ-spouse	Farming-fishing	Husband	White	Male	2306.205116	34.14787813	40.82284698	United-States	<=50K
31.86202009	Private	164811.1908	HS-grad	9.924911758	Never-married	Adm-clerical	Unmarried	White	Male	2306.781746	34.13833498	40.82311477	United-States	<=50K
31.85929828	Private	164803.2359	9th	9.924843632	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	2307.358377	34.12879182	40.82338257	United-States	<=50K
31.85657646	Private	164795.2811	HS-grad	9.924775506	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	2307.935008	34.11924867	40.82365037	United-States	<=50K
31.85385465	Self-emp-not-inc	164787.3263	Some-college	9.92470738	Married-civ-spouse	Farming-fishing	Husband	White	Male	2308.511639	34.10970552	40.82391817	United-States	>50K
31.85113284	Private	164779.3714	Some-college	9.924639254	Never-married	Exec-managerial	Not-in-family	Black	Female	2309.088269	34.10016236	40.82418596	United-States	<=50K
31.84841103	Private	164771.4166	Some-college	9.924571127	Divorced	Tech-support	Unmarried	White	Female	2309.6649	34.09061921	40.82445376	United-States	<=50K
31.84568921	Private	164763.4617	5th-6th	9.924503001	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	2310.241531	34.08107606	40.82472156	Mexico	<=50K
31.8429674	Private	164755.5069	Some-college	9.924434875	Married-civ-spouse	Transport-moving	Husband	White	Male	2310.818162	34.0715329	40.82498935	United-States	>50K
31.84024559	Private	164747.552	Some-college	9.924366749	Married-civ-spouse	Craft-repair	Husband	White	Male	2311.394793	34.06198975	40.82525715	United-States	>50K
31.83752378	Private	164739.5972	HS-grad	9.924298623	Never-married	Handlers-cleaners	Not-in-family	White	Male	2311.971423	34.0524466	40.82552495	Mexico	<=50K
31.83480196	Local-gov	164731.6423	Bachelors	9.924230496	Divorced	Protective-serv	Unmarried	White	Female	2312.548054	34.04290344	40.82579275	United-States	<=50K
31.83208015	Private	164723.6875	HS-grad	9.92416237	Never-married	Other-service	Own-child	White	Female	2313.124685	34.03336029	40.82606054	United-States	<=50K
31.82935834	?	164715.7326	HS-grad	9.924094244	Married-civ-spouse	?	Husband	White	Male	2313.701316	34.02381714	40.82632834	United-States	<=50K
31.82663653	Private	164707.7778	Bachelors	9.924026118	Never-married	Prof-specialty	Unmarried	White	Male	2314.277946	34.01427398	40.82659614	United-States	<=50K
31.82391471	Private	164699.8229	HS-grad	9.923957992	Never-married	Other-service	Own-child	White	Male	2314.854577	34.00473083	40.82686394	United-States	<=50K
31.8211929	Private	164691.8681	Some-college	9.923889865	Married-civ-spouse	Sales	Husband	White	Male	2315.431208	33.99518768	40.82713173	United-States	>50K
31.81847109	Private	164683.9132	Masters	9.923821739	Married-civ-spouse	Exec-managerial	Husband	Black	Male	2316.007839	33.98564453	40.82739953	United-States	>50K
31.81574928	Private	164675.9584	Bachelors	9.923753613	Married-civ-spouse	Prof-specialty	Husband	White	Male	2316.584469	33.97610137	40.82766733	United-States	>50K
31.81302746	Private	164668.0036	Bachelors	9.923685487	Married-civ-spouse	Prof-specialty	Husband	White	Male	2317.1611	33.96655822	40.82793513	United-States	>50K
31.81030565	Private	164660.0487	12th	9.923617361	Never-married	Adm-clerical	Unmarried	White	Female	2317.737731	33.95701507	40.82820292	United-States	<=50K
31.80758384	Private	164652.0939	Assoc-voc	9.923549234	Married-civ-spouse	Adm-clerical	Wife	White	Female	2318.314362	33.94747191	40.82847072	United-States	>50K
31.80486203	Private	164644.139	HS-grad	9.923481108	Married-civ-spouse	Craft-repair	Husband	White	Male	2318.890993	33.93792876	40.82873852	United-States	<=50K
31.80214021	Private	164636.1842	Masters	9.923412982	Married-civ-spouse	Exec-managerial	Husband	White	Male	2319.467623	33.92838561	40.82900632	United-States	>50K
31.7994184	Private	164628.2293	Bachelors	9.923344856	Married-civ-spouse	Prof-specialty	Husband	White	Male	2320.044254	33.91884245	40.82927411	United-States	>50K
31.79669659	Federal-gov	164620.2745	Bachelors	9.92327673	Married-civ-spouse	Prof-specialty	Husband	White	Male	2320.620885	33.9092993	40.82954191	United-States	<=50K
31.79397477	Private	164612.3196	Some-college	9.923208603	Never-married	Other-service	Not-in-family	White	Female	2321.197516	33.89975615	40.82980971	United-States	<=50K
31.79125296	Private	164604.3648	Some-college	9.923140477	Never-married	Craft-repair	Not-in-family	Black	Female	2321.774146	33.89021299	40.8300775	United-States	<=50K
31.78853115	Local-gov	164596.4099	HS-grad	9.923072351	Divorced	Exec-managerial	Not-in-family	White	Male	2322.350777	33.88066984	40.8303453	United-States	<=50K
31.78580934	Private	164588.4551	HS-grad	9.923004225	Never-married	Craft-repair	Not-in-family	White	Male	2322.927408	33.87112669	40.8306131	United-States	<=50K
31.78308752	State-gov	164580.5002	Doctorate	9.922936099	Never-married	Exec-managerial	Not-in-family	White	Female	2323.504039	33.86158353	40.8308809	United-States	>50K
31.78036571	Private	164572.5454	9th	9.922867972	Married-civ-spouse	Transport-moving	Husband	White	Male	2324.080669	33.85204038	40.83114869	United-States	<=50K
31.7776439	Federal-gov	164564.5905	HS-grad	9.922799846	Married-AF-spouse	Sales	Wife	White	Female	2324.6573	33.84249723	40.83141649	United-States	<=50K
31.77492209	Private	164556.6357	HS-grad	9.92273172	Never-married	Other-service	Own-child	White	Female	2325.233931	33.83295408	40.83168429	United-States	<=50K
31.77220027	Private	164548.6808	Masters	9.922663594	Married-civ-spouse	Exec-managerial	Husband	White	Male	2325.810562	33.82341092	40.83195209	United-States	>50K
31.76947846	Private	164540.726	HS-grad	9.922595468	Never-married	Transport-moving	Not-in-family	White	Male	2326.387193	33.81386777	40.83221988	United-States	<=50K
31.76675665	?	164532.7712	HS-grad	9.922527341	Never-married	?	Own-child	White	Male	2326.963823	33.80432462	40.83248768	Italy	<=50K
31.76403484	Self-emp-not-inc	164524.8163	Some-college	9.922459215	Married-civ-spouse	Exec-managerial	Husband	White	Male	2327.540454	33.79478146	40.83275548	United-States	<=50K
31.76131302	Private	164516.8615	HS-grad	9.922391089	Divorced	Exec-managerial	Not-in-family	White	Male	2328.117085	33.78523831	40.83302328	United-States	<=50K
31.75859121	Private	164508.9066	HS-grad	9.922322963	Never-married	Farming-fishing	Not-in-family	White	Male	2328.693716	33.77569516	40.83329107	United-States	<=50K
31.7558694	Private	164500.9518	7th-8th	9.922254837	Never-married	Adm-clerical	Own-child	White	Male	2329.270346	33.766152	40.83355887	Portugal	<=50K
31.75314759	Private	164492.9969	Some-college	9.92218671	Never-married	Exec-managerial	Not-in-family	White	Male	2329.846977	33.75660885	40.83382667	United-States	<=50K
31.75042577	?	164485.0421	Some-college	9.922118584	Never-married	?	Own-child	White	Male	2330.423608	33.7470657	40.83409446	United-States	<=50K
31.74770396	Private	164477.0872	Some-college	9.922050458	Never-married	Sales	Own-child	White	Male	2331.000239	33.73752254	40.83436226	United-States	<=50K
31.74498215	Private	164469.1324	HS-grad	9.921982332	Divorced	Other-service	Own-child	Asian-Pac-Islander	Female	2331.576869	33.72797939	40.83463006	South	<=50K
31.74226034	Private	164461.1775	HS-grad	9.921914206	Never-married	Adm-clerical	Own-child	White	Male	2332.1535	33.71843624	40.83489786	United-States	<=50K
31.73953852	Private	164453.2227	HS-grad	9.921846079	Married-civ-spouse	Other-service	Wife	White	Female	2332.730131	33.70889308	40.83516565	Mexico	<=50K
31.73681671	Private	164445.2678	10th	9.921777953	Separated	Craft-repair	Unmarried	White	Female	2333.306762	33.69934993	40.83543345	United-States	<=50K
31.7340949	?	164437.313	9th	9.921709827	Divorced	?	Not-in-family	White	Male	2333.883393	33.68980678	40.83570125	United-States	<=50K
31.73137309	Private	164429.3581	HS-grad	9.921641701	Never-married	Transport-moving	Not-in-family	White	Male	2334.460023	33.68026362	40.83596905	United-States	<=50K
31.72865127	Private	164421.4033	10th	9.921573575	Never-married	Other-service	Own-child	White	Male	2335.036654	33.67072047	40.83623684	United-States	<=50K
31.72592946	Private	164413.4485	Some-college	9.921505448	Divorced	Other-service	Unmarried	White	Female	2335.613285	33.66117732	40.83650464	United-States	<=50K
31.72320765	Private	164405.4936	HS-grad	9.921437322	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	2336.189916	33.65163417	40.83677244	United-States	>50K
31.72048584	Private	164397.5388	Bachelors	9.921369196	Never-married	Prof-specialty	Unmarried	White	Female	2336.766546	33.64209101	40.83704024	United-States	<=50K
31.71776402	Private	164389.5839	Some-college	9.92130107	Never-married	Sales	Not-in-family	Black	Male	2337.343177	33.63254786	40.83730803	United-States	<=50K
31.71504221	?	164381.6291	HS-grad	9.921232944	Married-civ-spouse	?	Husband	Black	Male	2337.919808	33.62300471	40.83757583	United-States	<=50K
31.7123204	Private	164373.6742	Some-college	9.921164817	Divorced	Machine-op-inspct	Not-in-family	White	Male	2338.496439	33.61346155	40.83784363	United-States	<=50K
31.70959859	?	164365.7194	HS-grad	9.921096691	Married-civ-spouse	?	Wife	White	Female	2339.073069	33.6039184	40.83811142	United-States	<=50K
31.70687677	Private	164357.7645	HS-grad	9.921028565	Divorced	Adm-clerical	Unmarried	White	Female	2339.6497	33.59437525	40.83837922	United-States	<=50K
31.70415496	Private	164349.8097	Some-college	9.920960439	Married-civ-spouse	Sales	Husband	White	Male	2340.226331	33.58483209	40.83864702	United-States	<=50K
31.70143315	Local-gov	164341.8548	Some-college	9.920892313	Never-married	Adm-clerical	Own-child	White	Male	2340.802962	33.57528894	40.83891482	United-States	<=50K
31.69871134	Private	164333.9	HS-grad	9.920824186	Divorced	Adm-clerical	Not-in-family	Black	Male	2341.379593	33.56574579	40.83918261	United-States	<=50K
31.69598952	Private	164325.9451	Some-college	9.92075606	Married-civ-spouse	Adm-clerical	Husband	White	Male	2341.956223	33.55620263	40.83945041	United-States	>50K
31.69326771	Private	164317.9903	HS-grad	9.920687934	Married-civ-spouse	Transport-moving	Husband	White	Male	2342.532854	33.54665948	40.83971821	United-States	<=50K
31.6905459	Private	164310.0354	HS-grad	9.920619808	Widowed	Transport-moving	Unmarried	White	Male	2343.109485	33.53711633	40.83998601	United-States	<=50K
31.68782409	Private	164302.0806	HS-grad	9.920551682	Married-civ-spouse	Craft-repair	Husband	Amer-Indian-Eskimo	Male	2343.686116	33.52757317	40.8402538	United-States	<=50K
31.68510227	Private	164294.1257	Masters	9.920483555	Never-married	Sales	Own-child	White	Male	2344.262746	33.51803002	40.8405216	United-States	<=50K
31.68238046	Private	164286.1709	12th	9.920415429	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	2344.839377	33.50848687	40.8407894	United-States	<=50K
31.67965865	Private	164278.2161	Some-college	9.920347303	Never-married	Craft-repair	Not-in-family	White	Male	2345.416008	33.49894372	40.8410572	United-States	<=50K
31.67693684	State-gov	164270.2612	Bachelors	9.920279177	Never-married	Prof-specialty	Other-relative	White	Male	2345.992639	33.48940056	40.84132499	United-States	<=50K
31.67421502	Self-emp-not-inc	164262.3064	HS-grad	9.920211051	Married-civ-spouse	Farming-fishing	Husband	White	Male	2346.569269	33.47985741	40.84159279	United-States	>50K
31.67149321	Private	164254.3515	Doctorate	9.920142924	Married-civ-spouse	Prof-specialty	Husband	White	Male	2347.1459	33.47031426	40.84186059	United-States	<=50K
31.6687714	Private	164246.3967	Some-college	9.920074798	Never-married	Sales	Own-child	White	Female	2347.722531	33.4607711	40.84212839	United-States	<=50K
31.66604959	Private	164238.4418	Bachelors	9.920006672	Married-civ-spouse	Other-service	Husband	White	Male	2348.299162	33.45122795	40.84239618	United-States	>50K
31.66332777	Local-gov	164230.487	Bachelors	9.919938546	Never-married	Prof-specialty	Not-in-family	White	Female	2348.875793	33.4416848	40.84266398	United-States	<=50K
